,Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio
299,2022,Data Scientist,SE,FT,"1,08,70,785.00",US,US,M,100
300,2022,Data Scientist,SE,FT,"79,06,026.00",US,US,M,100
301,2022,Data Scientist,SE,FT,"93,72,412.00",GB,GB,M,0
302,2022,Data Scientist,SE,FT,"83,31,086.00",GB,GB,M,0
303,2022,Data Scientist,SE,FT,"1,16,17,147.00",US,US,M,100
304,2022,Data Scientist,SE,FT,"97,87,049.00",US,US,M,100
305,2022,Data Engineer,EN,FT,"41,65,543.00",GB,GB,M,100
306,2022,Data Analyst,SE,FT,"78,77,381.00",US,US,M,0
307,2022,Data Analyst,SE,FT,"92,30,062.00",US,US,M,0
308,2022,Data Analyst,MI,FT,"84,55,055.00",US,US,M,0
309,2022,Data Analyst,MI,FT,"1,00,65,542.00",US,US,M,0
310,2022,Data Engineer,EX,FT,"1,92,55,819.00",US,US,M,100
311,2022,Data Engineer,EX,FT,"1,59,13,900.00",US,US,M,100
312,2022,Data Scientist,MI,FT,"52,06,869.00",GB,GB,M,0
313,2022,Data Scientist,MI,FT,"31,24,137.00",GB,GB,M,0
314,2022,Data Engineer,MI,FT,"62,48,275.00",GB,GB,M,0
315,2022,Data Engineer,MI,FT,"41,65,543.00",GB,GB,M,0
316,2022,Data Scientist,SE,FT,"1,31,46,473.00",US,US,M,100
317,2022,Data Engineer,EN,FT,"36,44,840.00",GB,GB,M,100
318,2022,Data Scientist,SE,FT,"95,61,071.00",US,US,M,100
319,2022,Data Analyst,SE,FT,"71,86,717.00",US,US,M,100
320,2022,Data Engineer,SE,FT,"1,44,76,875.00",US,US,M,0
321,2022,Data Engineer,SE,FT,"1,05,28,636.00",US,US,M,0
322,2022,Data Engineer,SE,FT,"1,75,14,043.00",US,US,M,0
323,2022,Data Engineer,SE,FT,"1,27,37,486.00",US,US,M,0
324,2022,Data Scientist,SE,FT,"1,43,22,510.00",US,US,L,0
325,2022,Data Scientist,SE,FT,"95,48,340.00",US,US,L,0
326,2022,Data Analyst,SE,FT,"98,81,736.00",US,US,M,100
327,2022,Data Analyst,EX,FT,"1,03,44,035.00",US,US,M,100
328,2022,Data Analyst,EX,FT,"87,52,645.00",US,US,M,100
329,2022,Data Analyst,SE,FT,"1,35,26,815.00",US,US,M,100
330,2022,Data Analyst,MI,FT,"91,90,277.00",US,US,M,100
331,2022,Data Analyst,SE,FT,"89,83,397.00",US,US,M,100
332,2022,Data Analyst,SE,FT,"71,86,717.00",US,US,M,100
333,2022,Data Analyst,SE,FT,"89,83,397.00",US,US,M,100
334,2022,Data Analyst,SE,FT,"71,86,717.00",US,US,M,100
335,2022,Data Engineer,SE,FT,"1,31,60,795.00",US,US,M,100
336,2022,Data Engineer,SE,FT,"1,05,28,636.00",US,US,M,100
337,2022,Data Analyst,MI,FT,"1,32,88,107.00",US,US,M,100
338,2022,Data Engineer,SE,FT,"1,94,07,001.00",US,US,M,100
339,2022,Data Analyst,SE,FT,"1,08,69,194.00",US,US,M,100
340,2022,Data Analyst,SE,FT,"86,95,355.00",US,US,M,100
341,2022,Data Engineer,SE,FT,"1,02,54,519.00",US,US,M,100
342,2022,Data Engineer,SE,FT,"74,55,662.00",US,US,M,100
343,2022,Head of Data Science,EX,FT,"1,78,23,568.00",US,US,M,100
344,2022,Head of Data Science,EX,FT,"1,33,57,730.00",US,US,M,100
345,2022,Analytics Engineer,EX,FT,"1,39,24,663.00",US,US,M,100
346,2022,Data Engineer,SE,FT,"1,24,60,584.00",US,US,M,100
347,2022,Data Engineer,SE,FT,"86,57,162.00",US,US,M,0
348,2022,Data Scientist,SE,FT,"76,02,866.00",US,US,M,0
349,2022,Data Engineer,SE,FT,"89,91,354.00",US,US,L,0
350,2022,Data Analyst,SE,FT,"1,07,41,883.00",US,US,M,100
351,2022,Data Science Manager,SE,FT,"1,28,37,902.00",US,US,M,100
352,2022,Data Science Manager,SE,FT,"1,09,12,241.00",US,US,M,100
353,2022,Data Scientist,SE,FT,"1,32,88,107.00",US,US,M,100
354,2022,Data Scientist,SE,FT,"97,87,049.00",US,US,M,100
355,2022,Data Engineer,SE,FT,"62,48,275.00",GB,GB,M,0
356,2022,Data Engineer,SE,FT,"52,06,869.00",GB,GB,M,0
357,2022,Data Scientist,SE,FT,"1,19,35,425.00",US,US,M,0
358,2022,Data Scientist,SE,FT,"1,68,28,949.00",US,US,M,100
359,2022,Data Architect,SE,FT,"1,53,09,172.00",CA,CA,M,100
360,2022,Data Architect,SE,FT,"72,16,954.00",CA,CA,M,100
361,2022,Data Analyst,SE,FT,"1,03,44,035.00",CA,CA,M,100
362,2022,Data Analyst,SE,FT,"48,77,610.00",CA,CA,M,100
363,2022,Data Analyst,SE,FT,"1,03,44,035.00",CA,CA,M,100
364,2022,Data Analyst,SE,FT,"48,77,610.00",CA,CA,M,100
365,2022,Data Engineer,SE,FT,"1,27,31,120.00",US,US,L,0
366,2022,Data Scientist,SE,FT,"1,10,28,333.00",US,US,M,100
367,2022,Data Engineer,SE,FT,"1,08,21,452.00",US,US,M,0
368,2022,Data Analyst,MI,FT,"46,15,031.00",US,US,S,0
369,2022,Analytics Engineer,EX,FT,"1,07,41,883.00",US,US,M,100
370,2022,Data Scientist,SE,FT,"1,35,26,815.00",US,US,M,100
371,2022,Data Scientist,SE,FT,"97,87,049.00",US,US,M,100
372,2022,Machine Learning Engineer,SE,FT,"1,50,90,356.00",US,US,M,0
373,2022,Machine Learning Engineer,SE,FT,"1,31,28,649.00",US,US,M,0
374,2022,ETL Developer,MI,FT,"43,72,901.00",GR,GR,M,0
375,2022,ETL Developer,MI,FT,"43,72,901.00",GR,GR,M,0
376,2022,Lead Data Engineer,EX,FT,"94,04,080.00",CA,CA,S,100
377,2022,Data Analyst,SE,FT,"1,05,03,174.00",US,US,M,0
378,2022,Data Engineer,SE,FT,"1,31,60,795.00",US,US,M,100
379,2022,Data Architect,SE,FT,"1,66,12,122.00",US,US,M,100
380,2022,Data Architect,SE,FT,"1,17,60,372.00",US,US,M,100
381,2022,Data Engineer,SE,FT,"1,09,00,544.00",US,US,M,100
382,2022,Data Engineer,SE,FT,"80,81,874.00",US,US,M,100
383,2022,Data Analyst,SE,FT,"1,02,54,519.00",US,US,M,100
384,2022,Data Analyst,SE,FT,"74,55,662.00",US,US,M,100
385,2022,Head of Machine Learning,EX,FT,"62,89,094.00",IN,IN,L,50
386,2022,Data Engineer,SE,FT,"1,05,28,636.00",US,US,M,100
387,2022,Machine Learning Engineer,EN,FT,"29,67,942.00",GB,GB,L,100
388,2022,Data Analyst,SE,FT,"1,30,49,398.00",US,US,M,0
389,2022,Data Engineer,SE,FT,"1,23,33,273.00",US,US,M,100
390,2022,Machine Learning Engineer,MI,FT,"98,93,115.00",GB,GB,M,0
391,2022,Machine Learning Engineer,MI,FT,"78,10,383.00",GB,GB,M,0
392,2022,AI Scientist,MI,FT,"95,48,340.00",US,US,M,0
393,2022,Data Analyst,SE,FT,"89,83,397.00",US,US,M,100
394,2022,Data Analyst,SE,FT,"71,86,717.00",US,US,M,100
395,2022,Data Analytics Manager,SE,FT,"1,15,37,578.00",US,US,M,100
396,2022,Data Analytics Manager,SE,FT,"83,86,625.00",US,US,M,100
397,2022,Machine Learning Engineer,MI,FT,"69,96,705.00",FR,DE,M,100
398,2022,Data Engineer,MI,FT,"93,72,412.00",GB,GB,M,0
399,2022,Data Scientist,SE,FT,"1,71,31,313.00",US,US,L,100
400,2022,Data Scientist,SE,FT,"1,25,87,895.00",US,US,L,100
401,2022,Data Engineer,SE,FT,"1,66,37,982.00",US,US,L,100
402,2022,Data Engineer,SE,FT,"1,23,01,445.00",US,US,L,100
403,2022,Data Analyst,SE,FT,"92,24,810.00",US,US,M,0
404,2022,Data Analyst,SE,FT,"64,98,123.00",US,US,M,0
405,2022,Data Engineer,SE,FT,"1,39,24,663.00",US,US,M,100
406,2022,Data Engineer,MI,FT,"78,10,383.00",GB,GB,M,0
407,2022,Data Analyst,MI,FT,"46,15,031.00",US,US,S,0
408,2022,Data Engineer,SE,FT,"1,46,08,960.00",US,US,L,100
409,2022,Data Analyst,MI,FT,"41,65,543.00",GB,GB,M,100
410,2022,Data Scientist,SE,FT,"1,43,22,510.00",US,US,M,100
411,2022,Data Scientist,MI,FT,"57,27,572.00",GB,GB,M,0
412,2022,Data Scientist,MI,FT,"36,44,840.00",GB,GB,M,0
413,2022,Data Engineer,MI,FT,"52,47,529.00",GR,GR,M,100
414,2022,Data Engineer,MI,FT,"39,35,587.00",GR,GR,M,100
415,2022,Data Engineer,MI,FT,"62,48,275.00",GB,GB,M,100
416,2022,Data Engineer,MI,FT,"46,86,166.00",GB,GB,M,100
417,2022,Data Scientist,SE,FT,"2,06,88,070.00",US,US,M,100
418,2022,Data Science Engineer,SE,FT,"47,74,170.00",AR,MX,L,100
419,2022,Data Engineer,MI,FT,"50,84,491.00",US,US,M,0
420,2022,Machine Learning Scientist,MI,FT,"1,27,31,120.00",US,US,L,100
421,2022,Machine Learning Scientist,MI,FT,"89,35,655.00",US,US,L,100
422,2022,Data Science Manager,MI,FT,"1,91,76,250.00",US,US,M,100
423,2022,Data Science Manager,MI,FT,"1,26,51,551.00",US,US,M,100
424,2022,Data Scientist,SE,FT,"1,43,22,510.00",US,US,M,0
425,2022,Data Scientist,SE,FT,"63,65,560.00",US,US,M,0
426,2022,Data Engineer,MI,FT,"65,96,312.00",US,US,M,0
427,2022,Data Engineer,SE,FT,"80,20,606.00",US,US,L,100
428,2022,Data Engineer,MI,FT,"39,35,587.00",ES,ES,M,100
429,2022,Data Scientist,SE,FT,"1,11,71,558.00",US,US,L,0
430,2022,Data Analyst,MI,FT,"31,24,137.00",GB,GB,M,100
431,2022,Data Analyst,MI,FT,"34,98,353.00",ES,ES,M,100
432,2022,Data Analyst,MI,FT,"26,23,725.00",ES,ES,M,100
433,2022,Data Engineer,MI,FT,"69,96,705.00",ES,ES,M,100
434,2022,Data Engineer,MI,FT,"61,22,077.00",ES,ES,M,100
435,2022,Data Engineer,MI,FT,"83,31,086.00",GB,GB,M,100
436,2022,Data Engineer,MI,FT,"72,89,680.00",GB,GB,M,100
437,2022,Data Engineer,MI,FT,"52,47,529.00",ES,ES,M,100
438,2022,Data Engineer,MI,FT,"69,96,705.00",GR,GR,M,100
439,2022,Machine Learning Engineer,SE,FT,"1,50,90,356.00",US,US,M,0
440,2022,Machine Learning Engineer,SE,FT,"1,31,28,649.00",US,US,M,0
441,2022,Data Analyst,MI,FT,"34,98,353.00",GR,GR,M,100
442,2022,Data Analyst,MI,FT,"26,23,725.00",GR,GR,M,100
443,2022,Data Engineer,MI,FT,"78,10,383.00",GB,GB,M,100
444,2022,Data Engineer,MI,FT,"62,48,275.00",GB,GB,M,100
445,2022,Data Scientist,SE,FT,"1,71,31,313.00",US,US,L,0
446,2022,Data Engineer,MI,FT,"61,22,077.00",GR,GR,M,100
447,2022,Data Engineer,SE,FT,"1,66,37,982.00",US,US,L,100
448,2022,Data Engineer,SE,FT,"1,23,01,445.00",US,US,L,100
449,2022,Data Engineer,SE,FT,"1,43,22,510.00",US,US,M,100
450,2022,ML Engineer,EN,FT,"17,49,176.00",PT,PT,L,100
451,2022,Data Engineer,SE,FT,"63,65,560.00",US,US,M,100
452,2022,Machine Learning Developer,MI,FT,"62,69,360.00",CA,CA,M,100
453,2022,Director of Data Science,EX,FT,"1,56,73,521.00",CA,CA,L,50
454,2022,Machine Learning Engineer,MI,FT,"95,48,340.00",US,US,S,100
455,2022,Computer Vision Engineer,EN,FT,"99,46,188.00",US,US,M,0
456,2022,NLP Engineer,MI,FT,"29,62,850.00",US,US,L,50
457,2022,Data Engineer,SE,FT,"83,54,798.00",US,US,M,100
458,2022,Lead Machine Learning Engineer,SE,FT,"69,96,705.00",DE,DE,M,0
459,2022,Business Data Analyst,MI,FT,"14,67,421.00",IN,IN,M,100
460,2022,Data Scientist,MI,FT,"25,15,590.00",IN,IN,L,100
461,2022,Machine Learning Infrastructure Engineer,MI,FT,"46,35,321.00",PT,PT,L,50
462,2022,Financial Data Analyst,EN,FT,"79,56,950.00",US,US,L,50
463,2022,Data Engineer,MI,PT,"43,72,901.00",DE,DE,L,50
464,2022,Data Scientist,EN,FT,"14,67,421.00",IN,IN,M,100
465,2022,Principal Data Scientist,SE,FT,"1,29,43,889.00",DE,DE,M,100
466,2022,Data Engineer,EN,FT,"95,48,340.00",US,US,M,100
467,2022,Research Scientist,SE,FT,"1,14,58,008.00",US,US,L,50
468,2022,Data Scientist,SE,FT,"83,46,045.00",US,US,M,100
469,2022,Data Engineer,SE,FT,"79,56,950.00",US,US,M,100
470,2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
471,2022,Data Analyst,MI,FT,"1,07,41,883.00",US,US,M,100
472,2022,Data Analyst,MI,FT,"39,78,475.00",US,US,M,100
473,2022,Data Scientist,SE,FT,"1,75,05,290.00",US,US,M,100
474,2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
475,2022,Data Scientist,MI,FT,"1,45,79,360.00",GB,GB,M,0
476,2022,Data Scientist,MI,FT,"72,89,680.00",GB,GB,M,0
477,2022,Data Scientist,SE,FT,"1,47,28,314.00",US,US,M,100
478,2022,Machine Learning Engineer,SE,FT,"1,75,05,290.00",US,US,M,100
479,2022,Data Scientist,MI,FT,"1,59,13,900.00",US,US,M,100
480,2022,Data Scientist,MI,FT,"95,48,340.00",US,US,M,100
481,2022,Machine Learning Engineer,SE,FT,"95,48,340.00",AE,AE,S,100
482,2022,Machine Learning Engineer,SE,FT,"51,72,018.00",AE,AE,S,100
483,2022,Data Engineer,EX,FT,"2,57,80,518.00",US,US,M,100
484,2022,Data Engineer,EX,FT,"1,71,87,012.00",US,US,M,100
485,2022,Data Engineer,SE,FT,"1,67,09,595.00",US,US,M,100
486,2022,Machine Learning Engineer,SE,FT,"95,48,340.00",US,US,M,100
487,2022,Data Scientist,SE,FT,"1,83,00,985.00",US,US,M,100
488,2022,Data Scientist,EN,PT,"79,56,950.00",DZ,DZ,M,50
489,2022,Data Scientist,MI,FL,"79,56,950.00",CA,US,M,100
490,2022,Applied Machine Learning Scientist,EN,CT,"25,36,278.00",TN,CZ,M,100
491,2022,Head of Data,SE,FT,"1,59,13,900.00",MY,US,M,100
492,2022,Principal Data Analyst,MI,FT,"59,67,713.00",CA,CA,S,100
493,2022,Data Scientist,MI,FT,"28,31,879.00",PL,PL,L,100
494,2022,Machine Learning Developer,SE,FT,"62,69,360.00",CA,CA,M,100
495,2022,Data Scientist,SE,FT,"79,56,950.00",BR,US,M,100
496,2022,Machine Learning Scientist,MI,FT,"1,21,74,134.00",US,US,M,50
497,2022,Data Engineer,EN,FT,"46,17,816.00",PK,DE,M,100
498,2022,Data Scientist,SE,FT,"1,31,28,968.00",US,US,M,100
499,2022,Research Scientist,SE,FT,"74,33,940.00",FR,FR,L,50
500,2022,Data Scientist,EN,FT,"41,69,124.00",CA,CA,L,100
501,2022,Machine Learning Engineer,SE,FT,"49,85,109.00",NL,NL,L,100
502,2022,Head of Data,MI,FT,"26,23,725.00",EE,EE,S,100
503,2022,Data Scientist,EN,FT,"31,82,780.00",JP,MY,L,100
504,2022,Machine Learning Engineer,MI,FT,"69,56,364.00",AU,AU,L,100
505,2022,Data Engineer,SE,FT,"91,50,493.00",US,US,M,100
506,2022,Data Scientist,EN,FT,"68,98,914.00",AU,AU,M,50
507,2022,Applied Machine Learning Scientist,MI,FT,"59,67,713.00",BO,US,L,100
508,2022,Research Scientist,MI,FT,"51,60,003.00",AT,AT,L,0
509,2022,Research Scientist,EN,FT,"95,48,340.00",US,US,L,100
510,2022,Applied Data Scientist,MI,FT,"1,24,92,412.00",US,US,L,100
511,2022,Computer Vision Software Engineer,EN,FT,"1,19,35,425.00",AU,AU,S,100
512,2022,Business Data Analyst,MI,FT,"56,42,432.00",CA,CA,L,50
513,2022,Data Engineer,EN,FT,"51,72,018.00",US,US,S,100
514,2022,Machine Learning Engineer,SE,FT,"56,84,763.00",IE,IE,S,100
515,2022,Data Analytics Engineer,EN,FT,"15,91,390.00",PK,PK,M,0
516,2022,Data Scientist,MI,FT,"38,19,336.00",RU,US,S,100
517,2022,Data Science Manager,SE,FT,"1,21,34,349.00",US,US,M,100
518,2022,Data Engineer,MI,FT,"54,22,423.00",FR,FR,M,100
519,2022,Data Scientist,MI,FT,"97,35,010.00",CH,CH,L,0
520,2022,Applied Data Scientist,SE,FT,"3,02,36,410.00",US,US,L,100
521,2022,Data Scientist,MI,FT,"55,17,031.00",CA,CA,M,100
522,2022,Computer Vision Engineer,EN,FT,"7,95,695.00",PT,LU,M,100
523,2022,Data Analyst,MI,FT,"15,91,390.00",GR,GR,S,100
524,2022,Data Analytics Lead,SE,FT,"3,22,25,648.00",US,US,L,100
525,2022,Data Scientist,MI,FT,"1,07,41,883.00",US,US,L,100
526,2022,Applied Data Scientist,SE,FT,"1,40,83,802.00",US,US,L,100
527,2022,Data Scientist,MI,FT,"62,06,421.00",US,US,M,100
528,2022,Data Analyst,SE,FT,"1,07,41,883.00",US,US,M,100
529,2022,Data Analyst,SE,FT,"79,56,950.00",US,US,M,100
530,2022,Data Analyst,SE,FT,"71,86,717.00",US,US,M,100
531,2022,Data Analyst,MI,FT,"67,63,408.00",CA,CA,M,0
532,2022,Data Analyst,MI,FT,"59,67,713.00",CA,CA,M,0
533,2022,Machine Learning Engineer,SE,FT,"1,70,27,873.00",US,US,M,100
534,2022,Machine Learning Engineer,SE,FT,"1,53,25,086.00",US,US,M,100
535,2022,Data Architect,SE,FT,"2,11,97,315.00",US,US,M,100
536,2022,Data Architect,SE,FT,"1,69,57,852.00",US,US,M,100
537,2022,Data Analyst,SE,FT,"89,83,397.00",US,US,M,100
538,2022,Data Engineer,SE,FT,"1,23,33,273.00",US,US,M,100
539,2022,Data Scientist,MI,FT,"1,12,43,170.00",US,US,M,0
540,2022,Data Scientist,MI,FT,"81,24,046.00",US,US,M,0
541,2022,Data Analyst,SE,FT,"92,24,810.00",US,US,M,100
542,2022,Data Analyst,SE,FT,"64,98,123.00",US,US,M,100
543,2022,Data Engineer,MI,FT,"1,64,46,936.00",US,US,M,0
544,2022,Data Engineer,MI,FT,"78,85,337.00",US,US,M,0
545,2022,Data Engineer,SE,FT,"1,03,44,035.00",US,US,M,100
546,2022,Data Engineer,SE,FT,"91,50,493.00",US,US,M,100
547,2022,Data Engineer,SE,FT,"87,92,430.00",US,US,M,100
548,2022,Data Engineer,SE,FT,"1,03,44,035.00",US,US,M,100
549,2022,Data Analyst,SE,FT,"78,81,359.00",US,US,M,100
550,2022,Data Engineer,SE,FT,"1,27,31,120.00",US,US,M,100
551,2022,Data Scientist,SE,FT,"1,63,35,618.00",US,US,L,0
552,2022,Data Scientist,SE,FT,"1,11,71,558.00",US,US,L,0
553,2022,Data Scientist,SE,FT,"1,40,04,232.00",US,US,M,100
554,2022,Data Scientist,SE,FT,"1,14,58,008.00",US,US,M,100
555,2022,Data Engineer,SE,FT,"1,59,21,857.00",US,US,M,100
556,2022,Data Engineer,SE,FT,"1,27,31,120.00",US,US,M,100
557,2022,Data Engineer,SE,FT,"1,15,37,578.00",US,US,M,100
558,2022,Data Engineer,SE,FT,"56,09,650.00",US,US,M,0
559,2022,Data Scientist,SE,FT,"1,63,35,618.00",US,US,M,0
560,2022,Data Scientist,SE,FT,"1,11,71,558.00",US,US,M,0
561,2022,Analytics Engineer,SE,FT,"1,63,35,618.00",US,US,M,0
562,2022,Analytics Engineer,SE,FT,"1,46,96,487.00",US,US,M,0
563,2022,Data Engineer,SE,FT,"1,39,32,619.00",US,US,M,100
564,2022,Data Engineer,SE,FT,"1,11,59,622.00",US,US,M,100
565,2022,Data Analyst,SE,FT,"92,41,997.00",US,US,M,100
566,2022,Data Engineer,SE,FT,"42,96,753.00",US,US,M,0
567,2022,Data Analyst,SE,FT,"1,35,26,815.00",US,US,M,100
568,2022,Data Analyst,MI,FT,"52,06,869.00",GB,GB,M,0
569,2022,Data Analyst,SE,FT,"63,65,560.00",US,US,M,100
570,2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
571,2022,Data Scientist,SE,FT,"1,67,09,595.00",US,US,M,100
572,2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
573,2022,Data Analyst,SE,FT,"79,56,950.00",US,US,M,100
574,2022,Data Analyst,SE,FT,"54,90,296.00",US,US,M,100
575,2022,Data Scientist,SE,FT,"1,67,09,595.00",US,US,M,100
576,2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
577,2022,Data Scientist,SE,FT,"1,67,09,595.00",US,US,M,100
578,2022,Data Analyst,SE,FT,"1,19,41,393.00",US,US,M,100
579,2022,Data Engineer,SE,FT,"79,56,950.00",US,US,M,100
580,2022,Data Engineer,SE,FT,"19,89,238.00",US,US,M,100
581,2022,Data Analyst,SE,FT,"1,00,65,542.00",US,US,M,100
582,2022,Data Analyst,SE,FT,"84,55,055.00",US,US,M,100
583,2022,Data Engineer,SE,FT,"1,75,14,043.00",US,US,M,100
584,2022,Data Engineer,SE,FT,"1,27,37,486.00",US,US,M,100
585,2022,Data Analyst,SE,FT,"83,54,798.00",US,US,M,100
586,2022,Data Analyst,SE,FT,"88,26,247.00",US,US,M,100
587,2022,Data Analyst,MI,FT,"36,44,840.00",GB,GB,M,0
588,2022,Data Scientist,SE,FT,"1,11,39,730.00",US,US,M,100
589,2022,Data Analyst,SE,FT,"78,77,381.00",US,US,M,0
590,2022,Data Analyst,SE,FT,"47,74,170.00",US,US,M,100
591,2022,Data Architect,SE,FT,"1,53,22,221.00",US,US,M,100
592,2022,Data Architect,SE,FT,"1,15,25,960.00",US,US,M,100
593,2022,Data Scientist,SE,FT,"1,83,00,985.00",US,US,M,100
594,2022,Data Scientist,SE,FT,"1,19,35,425.00",US,US,M,100
595,2022,Data Analytics Manager,SE,FT,"1,19,56,113.00",US,US,M,100
596,2022,Data Analytics Manager,SE,FT,"86,95,355.00",US,US,M,100
597,2022,Data Scientist,SE,FT,"1,67,09,595.00",US,US,M,100
598,2022,Data Analyst,SE,FT,"1,35,26,815.00",US,US,M,100
599,2022,Data Scientist,MI,FT,"1,27,31,120.00",US,US,M,100
600,2022,Data Scientist,MI,FT,"1,03,44,035.00",US,US,M,100
601,2022,Data Analyst,EN,FT,"53,31,157.00",CA,CA,M,0
602,2022,Data Analyst,EN,FT,"41,37,614.00",CA,CA,M,0
603,2022,Data Engineer,SE,FT,"1,22,53,703.00",US,US,M,100
604,2022,Data Engineer,SE,FT,"1,00,25,757.00",US,US,M,100
605,2022,Data Analyst,SE,FT,"1,02,64,466.00",US,US,M,0
606,2022,Data Analyst,SE,FT,"1,19,35,425.00",US,US,M,100
607,2022,AI Scientist,MI,FT,"1,59,13,900.00",IN,US,L,100
